Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
59.1,297,22,0.01,41.25159038,95,0,18.2,32,95,7.54,95,0.7,312.7489794,989179,7.4,7.3,0.404,10.6,Developing
58.6,33,22,0.01,40.15128458,96,0,17.6,32,96,8.3,96,1,282.7555252,96186,7.4,7.4,0.398,10.5,Developing
58,312,22,0.01,38.73170505,96,49,17.1,33,96,8.21,96,1.2,265.285651,931971,7.5,7.5,0.393,10.3,Developing
57.4,321,22,4.16,3.595980333,96,129,16.6,33,95,8.58,96,1.5,26.479973,94358,7.6,7.6,0.385,9.9,Developing
56.8,33,23,4.16,31.14187566,96,495,16.1,34,94,8.82,96,1.9,231.1943256,876693,7.7,7.7,0.361,9.3,Developing
56.2,338,23,4.05,2.030494673,94,305,15.7,34,96,6.96,94,2.4,24.944652,848931,7.8,7.8,0.336,8.6,Developing
55.3,35,23,4.33,15.99415192,92,173,15.2,35,89,7.86,92,2.9,196.2472628,8212264,7.9,7.9,0.319,7.9,Developing
54.8,355,24,4.54,1.72659515,99,43,14.8,36,93,1.3,99,3.4,17.79995,7939573,8,8,0.309,7.2,Developing
54.1,361,24,4.5,21.24915339,92,784,14.5,36,88,11.49,92,3.8,165.8794176,7675338,8.1,8.2,0.29,5.9,Developing
53.4,369,24,5.54,1.747440948,87,0,14.1,37,82,9.84,87,4.3,15.57434,7423289,8.2,8.3,0.286,5.6,Developing
52.6,378,24,5.72,11.22655347,83,2,13.8,38,76,7.1,83,4.8,127.4296648,7182451,8.4,8.4,0.279,5.2,Developing
51.9,387,24,5.84,6.545263634,,224,13.5,38,75,5.25,82,5.1,112.849373,6953113,8.5,8.5,0.276,4.7,Developing
51.5,387,24,5.98,9.660010196,,1016,13.3,39,74,5.15,81,5.2,122.4335893,6741569,8.7,8.7,0.268,4.4,Developing
51.3,385,25,6.09,10.61917585,,0,13,40,72,4.96,81,5.3,133.7427689,6555829,8.8,8.8,0.268,4.5,Developing
58,386,25,6.61,9.696689164,,18363,12.8,41,71,4.98,8,5.2,135.9984455,6476,9,8.9,0.268,4.5,Developing
53.3,397,57,,0,83,65,28,79,81,,83,1.9,,,5.5,5.5,,,Developing
52.8,47,58,0.01,0,76,50,27.4,80,76,5.72,76,2,,,5.6,5.6,,,Developing
52.3,412,59,3.15,0,8,48,26.8,81,79,5.81,8,2.4,,,5.8,5.7,,,Developing
52,415,59,3.24,0,82,137,26.2,82,83,6.14,82,2.9,,,5.9,5.9,,,Developing
51.7,419,60,3.13,0,62,628,25.6,83,58,6.42,62,3.3,,,6.1,6,,,Developing
51.5,417,60,3.15,0,85,441,25,84,81,6.32,85,3.3,,,6.3,6.2,,,Developing
51,426,60,2.92,0,81,183,24.4,84,77,6.41,81,3.7,,,6.5,6.4,,,Developing
54,437,60,2.69,0,74,12,23.8,85,58,6.21,74,4.1,,,6.6,6.6,,,Developing
49.9,443,61,2.58,0,76,5,23.2,87,75,6.35,76,5.3,,,6.8,6.7,,,Developing
49.4,452,62,2.65,0,77,11,22.6,89,76,5.87,77,5.8,,,7,6.9,,,Developing
48.7,466,63,3.11,0,76,115,22.1,90,87,5.39,76,6.1,,,7.2,7.1,,,Developing
48.2,472,64,3.08,0,67,3466,21.5,91,76,5.24,67,6.5,,,7.3,7.3,,,Developing
48,473,64,3.12,0,63,4770,2.9,92,68,4.65,61,6.7,,,7.5,7.5,,,Developing
47.7,473,65,3.13,0,48,5882,2.4,93,7,4.47,64,6.9,,,7.7,7.7,,,Developing
47.8,467,65,3.15,0,1,5790,19.9,94,7,4.85,66,7,,,7.9,7.9,,,Developing
47.9,461,67,3.45,0,,5729,19.4,95,66,6,65,7.1,,,8.1,8.1,,,Developing
73.3,114,0,,0,96,0,31.3,0,93,,93,0.2,2954.119467,532913,6.6,6.6,0.646,13.5,Developing
73,117,0,0.01,414.0242418,97,0,3.5,0,95,4.76,95,0.2,3529.61843,526437,6.8,6.7,0.643,13.5,Developing
72.8,12,0,0.01,325.6298627,94,0,29.7,0,93,4.29,93,0.2,3558.796314,5216,6.9,6.9,0.643,13.6,Developing
72.7,121,0,0.01,33.55888998,94,0,29,0,94,4.61,94,0.3,348.482762,513979,7.1,7.1,0.636,13.2,Developing
72.6,122,0,5.07,4.409153436,9,0,28.2,0,9,4.6,9,0.3,367.429453,5867,7.3,7.2,0.632,13.1,Developing
72.5,123,0,4.75,286.8907303,98,0,27.5,0,99,4.83,99,0.4,3312.825985,52384,7.4,7.4,0.627,12.7,Developing
72.4,124,0,4.45,339.9777364,98,0,26.8,0,99,4.24,99,0.4,3444.5566,496963,7.6,7.6,0.621,12.4,Developing
72.4,124,0,4.16,360.6208825,98,0,26.2,0,99,3.96,99,0.4,3638.95946,491723,7.8,7.8,0.615,12.2,Developing
72.3,126,0,5.28,345.463714,96,0,25.5,0,98,4.3,98,0.6,3112.285712,486438,8.1,8,0.602,11.9,Developing
72.1,129,0,4.25,26.45133197,95,0,24.9,0,97,5.11,96,0.6,234.28992,48795,8.3,8.3,0.596,11.9,Developing
71.8,134,0,4.26,3.349816965,93,0,24.3,0,95,4.86,95,0.8,248.13459,474567,8.5,8.5,0.582,11.2,Developing
71.4,14,0,4.19,240.139715,91,0,23.7,0,94,5.6,93,0.8,1976.45856,467664,8.7,8.7,0.574,11.1,Developing
71.1,144,0,4.16,209.0865,66,0,23.2,0,93,5,92,0.9,1768.92132,46147,8.9,8.9,0.572,11.3,Developing
77,148,0,3.82,155.2072669,4,0,22.6,0,92,5.17,91,0.8,1373.515636,45216,9.2,9.1,0.569,11.3,Developing
73,152,0,3.81,150.7434862,,0,22.1,0,91,5.19,9,0.8,1268.884564,443716,9.4,9.3,0.562,11,Developing
69.9,155,0,3.49,122.5744699,,2,21.5,0,9,4.81,9,0.8,1239.377855,43579,9.6,9.5,0,11.3,Developing
68.7,174,10,,0,89,0,19.6,12,87,,89,0.2,1163.18977,15517635,1.9,1.9,0.558,10.9,Developing
68.3,179,11,0.01,12.17952064,88,0,18.9,12,87,5.68,88,0.2,198.687123,152779,1.9,11,0.553,10.9,Developing
67.8,183,11,0.01,8.758214538,83,0,18.2,13,66,5.93,83,0.2,128.419568,1522692,11,11.1,0.546,10.8,Developing
67.4,186,12,0.01,6.914723983,86,15,17.6,14,84,6.24,86,0.3,95.244132,14776866,11,11.2,0.54,10.7,Developing
67,19,13,2.12,60.18591771,88,722,17,15,87,5.64,88,0.3,882.491462,14537886,11,11.2,0.533,10.7,Developing
66.6,192,14,2.2,56.88416481,89,1156,16.4,16,88,5.95,89,0.5,785.6928841,143874,11,11.3,0.519,10.6,Developing
66.1,195,15,2.13,48.35423978,92,4779,15.9,17,95,6.36,94,0.6,738.2326684,14928,11.1,11.4,0.52,10.5,Developing
65.6,199,16,2.24,53.10009046,91,4211,15.3,18,91,5.55,91,0.7,745.7877873,138859,11.2,11.4,0.511,10.5,Developing
65,24,16,2.08,57.73516711,82,394,14.8,20,82,3.75,82,0.9,631.675789,13676693,11.3,11.5,0.495,10.3,Developing
64.1,216,17,2.03,51.50447119,8,188,14.3,21,8,4.48,8,1.1,539.8791529,13474489,11.4,11.6,0.483,10.1,Developing
62.9,234,18,1.99,62.21817261,,264,13.9,22,82,5.84,82,1.4,474.2238766,132721,11.5,11.6,0.47,10,Developing
61.5,253,19,1.38,8.38611924,,352,13.5,24,86,6.43,85,1.7,48.615184,1363377,11.6,11.7,0.458,9.7,Developing
63,268,21,1.44,55.59543946,,653,13.1,26,69,6.74,69,1.9,362.4213785,12853124,11.6,11.7,0.445,9.3,Developing
59.3,273,23,1.43,30.91060554,,1361,12.8,29,54,5.95,54,2.1,339.676984,12634729,11.6,11.8,0.427,8.2,Developing
58.5,273,25,1.71,27.68971051,,3761,12.4,33,59,5.7,6,2.2,321.22634,1242473,11.6,11.8,0.412,7.6,Developing
57.7,274,27,1.51,0.328418056,,12237,12.1,36,62,5.87,59,2.1,3.685949,12152354,11.6,11.9,0.401,7.2,Developing
57.3,357,45,,0,84,1809,29,68,83,,84,3.5,1244.429421,22834522,5.6,5.5,0.514,10.4,Developing
56.7,366,47,0.01,61.39263642,87,831,28.4,71,86,4.1,87,3.7,1441.1417,2223994,5.7,5.7,0.507,10.4,Developing
56.4,364,48,0.01,63.07890158,89,760,27.8,73,88,4.29,89,4,1365.34419,21655715,5.8,5.8,0.501,10.4,Developing
55.9,369,50,0.01,68.55839112,85,609,27.2,76,85,4.34,85,4.6,1255.648189,2182383,5.9,5.9,0.496,10.4,Developing
55.6,371,51,6.19,83.18071241,82,504,26.6,79,8,3.96,82,4.9,1295.649726,252447,6,6,0.486,10,Developing
55.3,37,53,6.15,100.8987451,84,240,26,82,83,5.28,84,5.5,1182.869227,1997495,6.1,6.2,0.48,9.7,Developing
54.8,373,54,5.89,9.042540892,8,251,25.4,85,79,5.7,8,6.3,123.19538,19432541,6.3,6.3,0.473,9.2,Developing
54.2,382,56,5.9,68.7073044,84,495,24.9,87,82,5.18,84,6.7,1233.524316,18978,6.4,6.5,0.466,8.8,Developing
53.6,395,57,5.44,7.562892922,82,100,24.4,89,81,4.76,82,7,111.71186,18395389,6.6,6.6,0.456,8,Developing
53.3,394,58,5.22,0.962497052,81,196,23.8,91,78,4.69,81,7.2,12.989164,17899562,6.7,6.8,0.456,8.2,Developing
52.8,4,58,5.03,73.03276195,79,605,23.3,93,79,4.75,8,7.4,952.1872484,1742795,6.9,7,0.456,8.3,Developing
52.1,412,59,4.71,7.177302132,,358,22.8,94,72,4.73,73,7.5,93.211716,1695981,7,7.1,0.455,8.2,Developing
51.8,412,60,4.64,67.63925302,,899,22.3,95,72,4.97,73,7.7,824.8689393,16513822,7.2,7.3,0.452,8.1,Developing
51.6,47,60,4.58,53.70597428,,1448,21.8,97,66,4.86,66,7.8,676.397661,1684886,7.4,7.5,0.452,8.4,Developing
51.5,41,61,4.43,41.73629221,,23934,21.3,99,61,4.7,63,7.9,614.6729339,15671927,7.5,7.7,0.437,7.1,Developing
51.4,394,62,3.91,4.720593531,,14629,2.9,100,57,4.48,62,7.7,68.414399,15274234,7.7,7.8,0.433,6.9,Developing
82.2,64,2,,0,55,195,67,2,91,,91,0.1,43315.744,3584861,0.6,0.5,0.919,16.3,Developing
82,65,2,8.1,102.1902168,55,418,66.4,2,91,1.45,91,0.1,544.43376,35544564,0.5,0.5,0.912,15.9,Developing
81.8,67,2,8.2,9733.228019,55,83,65.8,2,91,1.67,91,0.1,52413.72116,35155451,0.5,0.5,0.909,15.9,Developing
81.6,68,2,8.3,9748.636237,7,10,65.3,2,99,1.78,95,0.1,52496.69487,3475545,0.5,0.5,0.907,15.9,Developing
